age,monthly_income,loan_amount,repayment_period,transaction_volume_mtd,avg_mpesa_balance,utility_payment_timeliness,has_previous_loan,gender,region,default
41,77635,19171,30,100,6097,on-time,1,F,Eldoret,0
32,28760,40051,14,89,6163,on-time,1,F,Nairobi,1
55,16360,33761,7,115,8062,late,0,M,Mombasa,1
25,15313,16202,30,27,8196,on-time,1,M,Nyeri,1
22,90998,9060,7,103,2694,late,1,F,Nyeri,1
43,10801,9065,60,41,9971,on-time,1,F,Nyeri,1
35,19130,30873,14,111,1415,on-time,1,M,Mombasa,1
23,19271,37648,14,45,8239,on-time,0,M,Kisumu,1
54,21075,6932,14,61,8859,on-time,1,M,Nairobi,1
30,23984,27470,60,101,2804,early,0,F,Eldoret,1
45,93095,9328,14,29,5825,on-time,1,F,Eldoret,0
22,65942,7333,60,114,4791,late,1,M,Nyeri,1
30,17861,47638,14,41,8939,on-time,1,M,Kisumu,1
34,87203,12268,7,44,224,late,0,F,Nairobi,1
57,76376,6067,7,89,9829,on-time,0,F,Nairobi,0
49,66247,49384,7,50,5197,on-time,0,F,Eldoret,1
46,74101,45843,7,106,4907,on-time,0,F,Eldoret,1
20,25977,18045,60,102,2070,early,0,M,Eldoret,1
57,55617,41741,30,23,2862,early,1,F,Nairobi,1
51,62473,23770,30,95,5617,on-time,1,F,Eldoret,1
57,91654,43770,7,141,914,early,1,F,Nairobi,0
44,93177,8887,30,73,3201,early,1,M,Nyeri,0
30,77902,34182,30,9,1754,early,1,M,Kisumu,0
50,97172,33370,14,52,231,early,1,M,Eldoret,0
23,20630,40618,60,116,8522,early,0,F,Nairobi,1
41,25056,25918,7,148,494,on-time,0,F,Nyeri,1
36,12382,36497,30,22,7419,late,1,F,Mombasa,1
33,60739,29026,30,35,3673,early,1,F,Nyeri,1
57,86685,12929,7,133,9273,early,1,M,Kisumu,0
45,53639,48756,14,135,7206,on-time,1,F,Nyeri,1
50,64838,37665,7,29,9224,early,1,M,Eldoret,1
58,51041,35937,14,12,5725,on-time,1,F,Eldoret,1
30,5992,14563,30,66,9701,early,1,F,Mombasa,1
42,77394,29546,60,139,4728,on-time,1,F,Nairobi,0
59,72657,13888,14,11,5160,early,0,F,Nyeri,0
53,32160,38338,14,140,7847,on-time,0,F,Mombasa,1
44,50156,35283,7,23,6369,on-time,1,F,Eldoret,1
55,56375,17958,30,149,6732,early,1,M,Nairobi,0
24,91442,13634,60,143,6855,late,1,M,Nairobi,1
22,24572,20251,7,115,6689,on-time,0,M,Kisumu,1
48,9136,47566,7,15,5689,late,1,M,Eldoret,1
40,66868,20928,60,45,2604,early,0,M,Nairobi,0
59,87263,38245,30,118,3133,early,1,F,Kisumu,0
27,37167,17455,60,96,9003,on-time,1,F,Kisumu,0
49,20479,28144,7,79,3076,early,0,M,Eldoret,1
47,36376,29013,7,71,1571,late,0,F,Nairobi,1
56,9823,22876,14,9,6695,on-time,0,F,Nairobi,1
48,75456,27962,60,120,1242,on-time,0,F,Nyeri,0
35,24585,29084,60,122,2668,early,1,F,Nairobi,1
53,22272,43319,60,15,1708,on-time,0,M,Kisumu,1
19,31619,22143,7,48,5652,on-time,1,F,Mombasa,1
31,80069,27091,30,81,1997,on-time,0,M,Eldoret,0
30,44895,15179,7,122,2292,on-time,0,M,Mombasa,0
46,8720,33807,14,120,1191,late,1,F,Nairobi,1
29,24267,11222,7,71,799,late,1,F,Kisumu,1
56,20696,24949,7,17,4192,late,1,F,Mombasa,1
19,34968,17116,7,96,2278,on-time,0,M,Eldoret,0
49,58364,49817,14,15,832,on-time,0,F,Nyeri,1
30,28345,38564,60,143,8804,early,0,M,Mombasa,1
44,56567,38374,30,89,2787,late,1,F,Nyeri,1
58,96229,18667,30,89,3856,late,0,M,Nairobi,1
34,66607,9775,14,139,6161,early,1,M,Nairobi,1
57,24385,30655,60,21,8723,on-time,1,M,Eldoret,1
48,88658,48632,60,52,6634,late,0,M,Nyeri,1
51,71900,15193,14,146,5485,early,1,M,Nyeri,0
41,73244,15676,7,101,4594,early,0,M,Eldoret,0
52,70425,31776,60,79,9099,late,1,M,Mombasa,1
23,83518,44225,30,141,1379,late,1,F,Eldoret,1
36,87844,18199,14,81,6638,late,0,M,Nairobi,1
47,37919,49812,30,132,2321,early,1,F,Nyeri,1
24,95697,16066,7,41,5264,on-time,1,F,Kisumu,0
27,62196,19895,14,34,954,on-time,0,F,Kisumu,0
58,84401,1246,30,51,3312,on-time,1,M,Nairobi,0
49,5495,22209,30,139,2686,on-time,1,M,Nyeri,1
51,49755,40284,7,146,4940,late,1,F,Nyeri,1
45,72684,17800,14,52,2868,late,0,M,Eldoret,1
32,38324,47110,60,138,7328,on-time,1,M,Mombasa,1
47,83929,24086,60,38,3440,early,0,F,Eldoret,0
54,6552,21101,30,105,5359,early,1,F,Kisumu,1
46,56272,17491,7,50,6840,on-time,1,F,Nyeri,1
39,40853,28207,30,74,9911,early,0,F,Mombasa,1
21,37924,42798,7,140,375,on-time,1,F,Eldoret,1
37,79462,21897,60,28,7298,on-time,1,F,Mombasa,0
49,28889,30492,30,71,3963,late,1,F,Kisumu,1
53,59675,2421,30,8,814,on-time,1,M,Mombasa,1
21,78591,33015,7,5,6154,on-time,0,M,Nyeri,0
44,75190,13970,14,38,909,on-time,1,M,Mombasa,1
34,27634,8283,7,113,3826,on-time,0,F,Mombasa,0
29,37363,29488,14,13,4078,late,1,M,Eldoret,1
39,68752,16945,60,67,9153,on-time,1,F,Mombasa,0
34,82004,1255,30,14,136,late,1,F,Mombasa,1
27,61398,12019,30,142,8214,on-time,0,F,Kisumu,0
18,45718,16487,7,48,8746,on-time,1,M,Mombasa,0
39,87916,42797,7,122,3408,on-time,1,F,Eldoret,0
43,31870,20346,60,10,2755,late,0,F,Eldoret,1
35,42394,36050,60,125,1081,on-time,1,F,Nyeri,1
31,57057,9744,14,99,6547,early,0,M,Kisumu,0
46,84795,25756,60,115,251,on-time,0,M,Nairobi,0
29,85409,18861,60,109,8891,on-time,0,F,Nyeri,0
53,18016,26146,60,68,9614,on-time,0,F,Mombasa,1
52,47137,43687,60,144,5748,late,1,F,Kisumu,1
29,5153,47103,14,75,1611,late,1,M,Nyeri,1
24,12853,22976,60,108,2358,on-time,1,F,Eldoret,1
46,17379,1591,14,93,331,early,0,F,Kisumu,0
28,20792,7277,7,10,2842,on-time,0,M,Kisumu,0
50,43367,3260,30,114,7941,on-time,1,M,Mombasa,0
23,23100,44907,7,116,4562,on-time,0,M,Kisumu,1
32,68456,1347,60,131,7849,on-time,1,M,Kisumu,0
49,16049,25741,30,140,671,on-time,1,M,Nairobi,1
28,5786,38211,60,67,1302,early,1,M,Mombasa,1
40,74904,44856,60,145,9799,on-time,1,F,Kisumu,1
43,35699,42542,7,22,9904,early,1,M,Kisumu,1
51,52691,7869,60,81,9862,early,1,M,Nairobi,1
51,42040,29082,7,146,9331,on-time,1,F,Nairobi,1
46,97990,23080,60,143,6709,on-time,1,F,Eldoret,0
21,62986,29979,14,107,9717,on-time,1,F,Mombasa,1
34,43762,20422,30,121,270,on-time,1,M,Nairobi,0
52,28600,36613,7,21,5251,early,1,M,Kisumu,1
30,99774,23993,7,18,6506,on-time,1,M,Nairobi,1
58,95777,13386,30,61,288,on-time,1,M,Nyeri,0
56,24810,35033,7,97,4778,on-time,1,M,Eldoret,1
32,90703,46213,30,138,7245,on-time,1,F,Eldoret,1
46,92347,13938,14,118,6027,on-time,1,F,Mombasa,0
46,62204,12159,60,136,699,on-time,0,M,Eldoret,0
28,25085,3274,14,143,5401,late,1,M,Mombasa,1
49,51854,19854,60,113,3676,late,0,F,Nyeri,1
19,79797,32815,30,123,9245,late,1,M,Kisumu,1
31,89269,11482,14,96,5293,on-time,1,F,Nyeri,0
37,44779,19961,60,15,9917,on-time,1,F,Mombasa,1
39,61207,21044,30,103,1970,on-time,0,F,Mombasa,0
28,99615,34836,60,12,4361,on-time,0,F,Mombasa,0
44,38980,22975,7,118,2124,on-time,1,F,Kisumu,1
20,61117,15706,7,69,5594,on-time,0,F,Mombasa,0
34,19141,6974,30,97,8932,on-time,0,F,Nyeri,0
45,14344,11928,60,108,5553,early,1,F,Kisumu,1
46,20896,22213,7,103,1927,on-time,1,M,Nyeri,1
38,94353,2950,14,88,4802,early,1,F,Kisumu,0
33,34813,20477,60,77,639,early,1,F,Mombasa,1
54,89431,11411,60,149,7302,late,1,F,Kisumu,1
37,70679,22695,7,63,4538,on-time,1,F,Nairobi,0
23,15681,47156,7,35,3601,on-time,1,F,Nyeri,1
36,77903,18771,30,68,3637,on-time,0,M,Nairobi,0
22,8228,5274,60,52,6816,on-time,1,F,Nairobi,1
20,9582,36053,14,27,6918,early,1,M,Mombasa,1
18,83683,8045,7,59,6300,on-time,1,F,Mombasa,1
55,16397,30714,60,11,4386,late,0,F,Nairobi,1
32,43799,35386,7,116,4839,late,1,M,Kisumu,1
51,42011,44747,30,110,2189,early,1,M,Mombasa,1
52,84183,9562,60,102,5705,on-time,1,F,Nyeri,0
42,98254,28759,60,16,7440,late,1,F,Nairobi,1
41,49264,13026,30,64,6922,early,1,M,Nyeri,0
29,47317,41611,14,56,3421,early,0,M,Nyeri,1
35,52914,32589,7,144,2649,late,1,F,Nyeri,1
32,89633,43663,30,145,1316,on-time,0,M,Nairobi,0
33,50254,32738,60,76,4985,on-time,1,M,Eldoret,1
44,45096,27844,30,129,6993,early,1,M,Mombasa,1
25,58785,24447,60,64,9033,on-time,1,M,Nyeri,1
42,57344,25879,30,35,6408,on-time,0,M,Nairobi,0
34,87643,12966,14,81,5182,on-time,0,F,Eldoret,0
46,73546,18732,60,80,7325,on-time,1,F,Nairobi,1
25,76091,6289,30,65,7530,on-time,0,F,Mombasa,0
32,70603,21012,14,6,8939,on-time,0,F,Nairobi,0
44,33412,19812,14,125,2897,on-time,1,F,Kisumu,1
24,56658,36801,7,63,918,on-time,1,F,Kisumu,1
20,54549,42628,60,44,8534,early,1,M,Nyeri,1
46,16549,41581,7,36,6906,on-time,1,M,Nairobi,1
41,76216,47628,14,42,7101,early,0,M,Nairobi,1
20,30739,24092,7,96,8026,on-time,0,F,Nyeri,1
37,26209,26105,7,92,4204,late,1,M,Nyeri,1
32,92968,15294,30,145,8146,on-time,1,M,Eldoret,0
42,20116,4621,7,89,112,early,0,M,Nairobi,0
47,25045,33442,14,80,5994,on-time,1,M,Mombasa,1
31,31327,22699,7,132,7150,early,1,M,Mombasa,1
24,40709,3347,60,17,3117,early,1,F,Mombasa,1
34,48617,30486,30,43,7492,on-time,0,F,Nyeri,1
37,65139,48650,14,27,789,on-time,1,M,Nyeri,1
53,31905,18110,7,114,5978,on-time,1,M,Nyeri,1
26,69148,5923,60,111,3238,early,0,F,Mombasa,0
55,77603,16611,14,96,8076,on-time,0,F,Eldoret,0
39,47919,49135,7,146,8968,on-time,0,M,Kisumu,1
19,88521,20199,30,149,6427,late,1,M,Nairobi,1
41,97905,10066,7,28,4403,early,1,F,Kisumu,0
25,88400,37047,14,38,9615,late,0,F,Nairobi,1
28,93150,27754,14,116,1102,on-time,1,M,Nyeri,0
30,63446,37575,14,142,7508,on-time,1,M,Mombasa,1
34,57428,25260,60,122,8242,on-time,0,F,Kisumu,0
25,52894,47733,7,11,1865,on-time,1,M,Nyeri,1
38,86149,49891,7,94,9845,on-time,0,F,Nairobi,1
35,11447,17991,7,17,5878,early,0,M,Kisumu,1
47,10499,23553,30,84,2391,late,1,M,Kisumu,1
35,44041,25174,60,34,7830,early,0,F,Kisumu,1
48,36315,22957,60,137,4966,on-time,1,M,Kisumu,1
55,6299,1634,30,20,8529,on-time,1,M,Kisumu,0
49,9994,30881,60,44,6553,on-time,0,F,Nyeri,1
28,86163,13771,30,41,1684,late,0,F,Nairobi,1
42,12489,19298,14,82,1407,late,1,F,Nairobi,1
50,96647,15340,14,20,2185,early,0,M,Eldoret,0
55,37355,34356,60,47,131,on-time,0,F,Mombasa,1
58,78805,36999,14,67,7820,late,1,F,Kisumu,1
25,73367,7351,14,19,391,on-time,1,F,Nairobi,0
28,82355,4838,14,141,3786,on-time,0,F,Mombasa,0
39,95349,2973,7,69,1742,late,1,M,Mombasa,1
41,92173,48114,14,48,7866,on-time,1,F,Nyeri,1
58,6996,38812,7,24,8869,early,1,M,Kisumu,1
34,49387,11247,30,123,4009,late,1,M,Eldoret,1
29,8089,45440,30,116,1323,late,0,F,Mombasa,1
49,25659,32655,30,127,8738,on-time,0,F,Nyeri,1
32,50178,44039,30,84,4473,on-time,0,F,Kisumu,1
33,86268,7683,30,104,2679,late,0,M,Nairobi,1
39,90042,12244,14,10,1522,late,1,F,Eldoret,1
45,75726,30058,14,87,7658,late,1,F,Kisumu,1
37,75111,40551,14,35,6845,on-time,1,F,Nyeri,1
50,39565,39362,30,70,2709,on-time,1,M,Nyeri,1
27,94242,29371,30,22,3181,on-time,1,F,Nyeri,0
57,27884,4822,7,32,6834,early,1,M,Nyeri,1
49,22199,29878,60,72,8350,on-time,1,M,Nyeri,1
50,65038,37157,14,118,8750,on-time,0,M,Eldoret,1
19,62786,6914,60,62,203,late,0,F,Mombasa,1
50,54294,19164,30,133,5026,late,0,F,Mombasa,1
50,83015,28180,30,43,9080,early,0,M,Nairobi,0
58,39178,4688,30,110,841,on-time,0,F,Mombasa,0
30,17665,15683,60,5,9864,on-time,1,M,Nyeri,1
47,5534,14080,7,79,6544,late,1,F,Mombasa,1
50,96828,31953,30,92,4823,early,1,F,Mombasa,0
30,41132,10916,7,146,7759,on-time,1,F,Nyeri,1
43,41110,30677,7,64,5303,on-time,1,M,Eldoret,1
39,63754,28360,14,134,3076,late,0,F,Nyeri,1
56,68580,38805,60,114,7526,on-time,1,M,Mombasa,1
19,27469,14453,30,23,6603,on-time,0,F,Mombasa,1
55,69016,23703,7,66,8719,late,1,F,Nairobi,1
56,51233,9640,60,75,6586,on-time,0,F,Nyeri,0
43,71708,30263,60,115,6590,early,1,F,Nairobi,0
32,63232,33849,30,137,2044,early,1,M,Nairobi,1
51,98450,40046,14,76,6339,late,1,M,Kisumu,1
59,91437,17078,14,82,7522,on-time,0,F,Nairobi,0
57,39409,24383,7,104,6073,on-time,1,M,Mombasa,1
28,24324,16536,14,75,9563,on-time,1,M,Mombasa,1
20,13738,8410,14,11,5621,late,0,M,Kisumu,1
23,29054,16926,14,54,511,on-time,1,F,Kisumu,1
26,34709,49268,60,50,6190,on-time,1,F,Nyeri,1
23,90643,35248,30,76,346,early,1,F,Kisumu,0
26,5363,32159,60,80,6942,on-time,0,F,Eldoret,1
56,15358,43039,60,78,6664,early,1,M,Mombasa,1
48,8240,37366,30,146,2271,late,0,M,Mombasa,1
49,77201,48800,60,77,7378,late,0,F,Kisumu,1
58,50689,41761,7,106,7557,on-time,0,F,Kisumu,1
29,6936,30090,7,98,5818,on-time,0,F,Mombasa,1
25,96074,21567,60,73,2160,on-time,1,M,Kisumu,0
25,48965,44663,14,69,3434,on-time,0,F,Nyeri,1
45,82534,16367,60,66,7290,on-time,1,F,Kisumu,0
37,5882,41412,14,24,1044,late,1,F,Kisumu,1
24,25224,45716,60,48,5461,late,1,M,Nyeri,1
28,35825,36367,7,66,9554,on-time,0,F,Nyeri,1
37,75740,6813,14,111,5384,on-time,1,M,Nyeri,1
33,33885,37621,7,129,6981,on-time,1,F,Mombasa,1
21,45056,35269,60,49,8467,late,0,F,Kisumu,1
23,8203,42190,30,15,9344,on-time,1,F,Nyeri,1
39,65241,41318,14,92,9609,on-time,0,M,Nyeri,1
43,7244,38018,14,50,8040,early,0,F,Mombasa,1
20,73619,40759,60,116,9966,late,1,M,Eldoret,1
58,26584,17498,60,85,433,on-time,0,F,Kisumu,1
59,13521,26989,14,36,9556,on-time,1,M,Eldoret,1
31,55017,38174,30,102,3045,on-time,0,F,Eldoret,1
28,38541,26568,60,9,4880,early,1,F,Nyeri,1
35,34063,2041,60,33,4756,late,0,M,Mombasa,1
29,75268,40695,60,52,2765,on-time,0,M,Kisumu,1
40,69952,31099,30,20,7231,on-time,1,F,Kisumu,1
29,98054,25364,14,76,5035,early,1,F,Kisumu,0
30,44563,41639,7,33,515,on-time,1,F,Eldoret,1
42,44752,40143,60,50,807,on-time,1,M,Nairobi,1
36,7567,24482,30,27,7888,on-time,0,F,Mombasa,1
53,21121,4676,14,98,2784,on-time,1,M,Nairobi,0
25,6674,46785,14,118,7594,on-time,1,M,Eldoret,1
46,81411,22781,30,38,3466,on-time,1,M,Nyeri,0
49,71275,31048,60,121,3603,on-time,0,F,Nairobi,0
35,72081,4065,7,33,4542,late,1,F,Nairobi,1
23,34140,3036,60,13,6280,on-time,1,F,Mombasa,0
35,14327,36814,14,43,2659,on-time,1,F,Eldoret,1
36,75663,17924,7,139,8237,early,0,M,Mombasa,0
39,28331,33844,60,114,4071,on-time,1,F,Nyeri,1
54,28004,49648,7,73,3057,late,1,M,Kisumu,1
49,15492,17407,30,140,7016,early,0,M,Eldoret,1
58,59797,22518,60,100,1829,on-time,1,M,Nyeri,0
20,63095,18059,14,123,9333,early,1,F,Nyeri,0
45,18749,24052,14,122,126,on-time,0,F,Nairobi,1
27,68217,5267,7,22,2683,on-time,0,F,Mombasa,0
52,94044,6988,30,106,9344,early,0,M,Nairobi,0
46,14045,28974,60,114,9966,early,0,M,Nairobi,1
32,25116,25036,30,86,3155,late,0,F,Kisumu,1
50,23667,9680,30,109,6901,on-time,0,M,Mombasa,0
24,80057,2485,7,20,1758,on-time,0,M,Kisumu,0
29,79205,15713,7,25,4051,late,1,M,Nyeri,1
47,32302,21043,60,142,7399,on-time,1,F,Kisumu,1
38,16283,3419,14,110,7556,late,1,F,Nyeri,1
48,35935,49080,60,136,4237,late,1,F,Nairobi,1
41,77534,37263,30,48,8031,on-time,0,M,Kisumu,0
37,99342,18140,7,127,1814,on-time,1,F,Mombasa,1
54,36624,44484,30,140,3431,on-time,0,F,Kisumu,1
21,18440,46210,7,115,3447,late,1,M,Nyeri,1
45,51501,13961,14,121,2086,on-time,0,M,Eldoret,0
37,92333,44075,30,130,3644,on-time,0,F,Mombasa,0
41,6269,7487,7,23,7079,late,0,F,Nyeri,1
49,12868,32110,60,68,801,late,1,F,Eldoret,1
58,35251,43432,60,44,7837,late,0,M,Mombasa,1
53,82909,17360,60,55,9746,on-time,0,F,Eldoret,0
51,89523,37843,30,141,3886,late,0,M,Nairobi,1
53,43729,25882,7,60,7362,early,1,F,Nairobi,1
19,20734,18502,7,85,2571,on-time,1,F,Kisumu,1
32,47429,49053,7,147,5114,on-time,1,M,Kisumu,1
51,46337,8631,30,74,6759,on-time,1,F,Kisumu,1
53,45325,4017,7,132,4360,early,1,M,Kisumu,0
23,88600,21725,14,130,5645,on-time,0,F,Eldoret,0
56,67514,25762,30,65,3144,early,0,F,Mombasa,0
59,13433,1784,14,84,3983,on-time,1,F,Mombasa,0
29,14111,29020,14,125,3040,on-time,1,F,Kisumu,1
20,68753,39459,60,105,5261,late,1,F,Nairobi,1
35,85583,16765,30,81,1920,on-time,1,M,Nyeri,0
57,78620,32127,7,149,6984,late,1,F,Kisumu,1
38,26751,4196,14,130,2902,early,1,F,Kisumu,1
32,21453,10552,30,26,2563,on-time,1,M,Nairobi,0
50,90844,42300,7,87,3471,on-time,0,F,Nyeri,0
52,43968,32921,60,145,7322,on-time,0,M,Eldoret,1
43,35077,5746,30,82,8627,late,1,F,Eldoret,1
25,39775,3999,30,99,5076,on-time,0,F,Nyeri,0
53,63144,45070,30,113,5167,on-time,0,M,Nyeri,1
47,53570,16595,7,114,7601,on-time,1,M,Eldoret,0
40,51097,23063,14,56,2888,on-time,1,F,Kisumu,0
59,29503,7200,14,107,4225,on-time,1,M,Kisumu,0
31,7779,39164,30,105,3706,early,1,F,Nairobi,1
31,91840,24377,30,146,1640,late,0,M,Nyeri,1
19,5755,14410,7,67,8866,late,1,M,Kisumu,1
54,44263,46971,60,32,320,on-time,1,M,Kisumu,1
22,60087,4598,30,50,5022,late,1,M,Nairobi,1
55,47281,11564,30,32,5713,on-time,1,M,Nyeri,0
58,56482,46516,60,6,853,on-time,0,F,Nairobi,1
31,59857,31898,30,131,7588,on-time,0,F,Nairobi,1
56,22400,21598,14,21,7306,late,1,M,Eldoret,1
42,45115,41404,30,63,9312,on-time,1,F,Nairobi,1
37,19249,18862,14,136,9780,on-time,0,M,Nyeri,1
19,51825,11265,7,81,8038,on-time,1,F,Kisumu,0
56,29600,10705,7,135,2061,on-time,1,M,Kisumu,0
23,42706,26544,14,119,6058,on-time,1,M,Eldoret,1
34,24222,15298,14,101,3583,on-time,1,F,Nyeri,1
42,46139,33670,60,109,6735,on-time,1,M,Kisumu,1
45,46302,43471,14,28,8729,on-time,1,F,Nairobi,1
19,99684,47104,14,39,8770,late,1,M,Mombasa,1
52,92838,41934,30,6,882,late,0,M,Mombasa,1
54,73159,49884,60,37,5203,on-time,0,M,Mombasa,1
22,13646,7050,14,80,4267,late,0,F,Mombasa,1
18,18543,44952,14,90,319,late,1,M,Nairobi,1
57,99496,22034,14,142,9319,on-time,1,F,Kisumu,1
29,27785,46480,30,85,8129,late,1,F,Eldoret,1
53,83353,9484,30,66,7246,early,0,F,Nairobi,0
40,36406,32323,30,47,389,on-time,0,F,Kisumu,1
48,93992,21796,7,125,479,on-time,0,M,Nyeri,0
28,56428,30069,30,63,9670,on-time,0,M,Kisumu,1
27,28777,22827,14,13,6986,on-time,0,M,Kisumu,1
20,62939,36361,30,81,2058,on-time,0,M,Kisumu,1
31,58026,11315,30,67,8357,early,0,F,Nairobi,0
33,91450,48968,60,56,2283,late,1,F,Kisumu,1
27,34553,27519,14,27,3874,on-time,0,F,Kisumu,1
46,28548,10107,30,34,4019,late,1,M,Nyeri,1
27,68221,4869,7,25,6302,on-time,1,F,Nyeri,0
29,42265,16447,60,47,877,on-time,0,F,Mombasa,0
47,45701,28370,30,139,2666,on-time,1,M,Nairobi,1
58,56287,8971,60,20,7504,on-time,0,M,Kisumu,0
18,11727,32269,60,27,178,early,0,M,Mombasa,1
22,55717,26651,7,91,1681,on-time,1,M,Mombasa,0
37,37427,36757,7,35,8067,early,1,M,Nairobi,1
25,21692,24446,7,125,7939,on-time,1,M,Mombasa,1
29,36625,39108,14,73,2262,late,1,M,Mombasa,1
18,29918,10643,60,138,9277,early,1,F,Nairobi,0
37,46136,4823,30,119,1585,on-time,0,F,Eldoret,0
45,57409,14454,7,63,5845,on-time,1,F,Mombasa,0
54,20577,4932,7,81,2720,on-time,1,M,Nyeri,0
54,90155,11220,60,142,1064,on-time,0,M,Mombasa,0
29,86731,9554,60,11,9120,on-time,1,F,Nairobi,0
54,32689,3429,60,41,2773,on-time,0,M,Nairobi,0
45,16154,29208,30,90,5393,early,1,F,Eldoret,1
32,99948,8444,14,20,7359,on-time,1,M,Eldoret,0
23,26341,11510,14,120,1818,on-time,0,F,Nyeri,0
37,79681,45045,7,122,1328,late,1,F,Nyeri,1
31,51330,11537,14,18,3878,late,1,M,Mombasa,1
19,92759,8147,30,143,1940,on-time,1,M,Eldoret,1
26,73416,41399,14,91,597,on-time,0,M,Nyeri,1
54,91807,4598,30,108,636,on-time,0,M,Mombasa,0
37,38313,38097,7,145,3405,on-time,1,F,Kisumu,1
43,51900,7718,60,48,7224,on-time,0,F,Mombasa,0
46,83840,43691,30,32,9456,on-time,1,F,Nyeri,1
18,39695,14782,60,20,2071,late,1,F,Mombasa,1
52,35225,1051,7,54,7687,on-time,0,F,Kisumu,0
23,91072,17702,30,119,3627,on-time,0,F,Nyeri,0
54,54156,11184,30,72,399,on-time,1,M,Mombasa,0
22,82209,13468,14,96,2486,late,0,F,Nyeri,1
50,92453,23072,30,125,4063,on-time,1,M,Mombasa,0
31,32829,16479,7,144,4787,on-time,0,F,Nairobi,1
29,85908,29467,60,20,4271,late,0,M,Nyeri,1
59,30938,24402,30,57,3959,early,1,M,Nyeri,1
37,64164,8210,7,53,9205,on-time,1,F,Nyeri,1
41,59530,46702,7,66,3795,late,1,M,Nyeri,1
51,73199,37724,30,88,9212,late,0,F,Mombasa,1
42,65282,7057,14,60,9815,early,1,M,Eldoret,0
46,52801,31916,30,124,7342,on-time,1,F,Mombasa,1
56,14465,28268,30,94,6231,on-time,1,M,Kisumu,1
48,8326,44978,14,124,3717,on-time,1,F,Nairobi,1
40,8659,48358,7,77,2800,on-time,0,F,Mombasa,1
55,65289,24259,30,73,1105,late,1,F,Mombasa,1
37,32594,14864,14,102,1801,on-time,1,M,Nyeri,0
40,9763,35293,60,6,3402,on-time,1,F,Kisumu,1
33,93657,47045,60,57,9095,on-time,1,F,Nyeri,1
59,15828,8043,14,123,3466,early,1,F,Nyeri,1
25,52588,42473,7,11,3262,on-time,0,F,Eldoret,1
38,16221,39893,14,79,8406,on-time,1,M,Nairobi,1
18,16211,41642,7,99,2237,late,0,M,Eldoret,1
25,18569,13529,60,7,4952,on-time,1,M,Nyeri,1
46,42860,31868,30,83,130,on-time,0,F,Nairobi,1
49,76558,27309,14,21,6048,on-time,1,M,Mombasa,1
55,50337,24284,60,116,1905,on-time,1,M,Kisumu,1
22,57311,48723,30,56,6513,early,0,M,Eldoret,1
39,18515,36268,60,11,3669,late,1,M,Kisumu,1
51,76695,4464,14,116,9728,late,1,M,Nyeri,1
18,92227,19643,14,137,5410,early,0,M,Nairobi,0
43,29904,30265,30,58,556,on-time,0,F,Mombasa,1
27,64935,16954,14,65,548,on-time,0,F,Nairobi,0
47,48790,24880,60,113,167,on-time,0,M,Kisumu,1
35,73580,20043,30,20,4189,on-time,1,F,Kisumu,0
34,80148,1255,30,51,1962,on-time,1,F,Mombasa,0
43,10636,2502,60,52,1902,early,1,F,Mombasa,1
25,82129,5656,7,125,7654,on-time,1,F,Nairobi,0
57,7892,11302,30,68,8419,early,1,F,Eldoret,1
29,26672,6430,7,54,5995,early,1,M,Nairobi,0
44,10812,42366,60,45,9559,on-time,1,M,Kisumu,1
25,5654,28425,60,26,9334,on-time,0,F,Nairobi,1
42,59633,49744,30,119,5615,on-time,0,M,Nyeri,1
21,22143,2860,14,9,3838,on-time,0,M,Nairobi,0
50,60934,7158,30,149,467,early,1,M,Nairobi,1
18,72334,6806,14,105,6301,on-time,0,M,Nyeri,0
36,34087,21738,7,82,2740,late,0,M,Kisumu,1
48,16618,18106,14,45,5007,on-time,1,M,Mombasa,1
33,13446,10474,30,96,158,late,1,M,Nairobi,1
31,92182,17997,14,26,4356,on-time,1,F,Eldoret,0
22,53867,33599,60,57,8394,late,1,F,Mombasa,1
58,56028,6790,7,97,5041,on-time,0,F,Eldoret,0
43,65101,11170,60,14,4607,early,1,M,Nairobi,1
45,32200,10004,60,53,885,on-time,0,F,Eldoret,0
19,93074,43746,60,75,2546,on-time,1,M,Mombasa,0
23,66465,26792,60,23,9248,on-time,1,F,Eldoret,0
26,91436,31216,14,59,8728,on-time,1,F,Eldoret,0
50,92892,8232,60,25,2465,early,1,M,Mombasa,0
58,93559,13674,14,30,4801,on-time,1,F,Mombasa,0
42,44148,17052,60,32,7517,late,1,M,Mombasa,1
30,87928,49542,30,44,5666,late,1,F,Mombasa,1
26,25698,6913,60,33,8788,on-time,1,F,Nyeri,0
30,47470,47870,30,24,9658,early,1,M,Nairobi,1
48,97071,49157,14,24,9314,early,1,F,Mombasa,1
58,56660,28913,7,78,6483,late,0,F,Kisumu,1
28,58910,11567,14,144,1589,late,1,F,Eldoret,1
21,40450,39379,7,124,2434,late,1,F,Mombasa,1
51,61463,10432,7,101,7790,on-time,1,F,Mombasa,1
55,38757,1319,60,124,3489,late,1,M,Nairobi,1
21,83012,25469,7,29,302,late,0,M,Mombasa,1
55,75247,46454,14,8,330,on-time,0,M,Nyeri,1
36,77015,27490,60,8,7147,on-time,0,M,Kisumu,0
